,Unnamed: 0,label,p_title,sent_length,word_length,Stops_ratio,Num_Punctuation,category_Berita,category_Ekonomi&Bisnis,category_Lain,category_Lifestyle,category_Olahraga,category_Otomotif,category_Religi,category_Selebriti&Entertainment,category_Teknologi,source_Kompas.com,source_detik.com,source_fimela.com,source_kapanlagi.com,source_liputan6.com,source_okezone.com,source_posmetro-medan.com,source_republika.co.id,source_sindonews.com,source_tempo.co,source_tribunnews.com,source_wowkeren.com
5922,5922,clickbait,koleksi jam tangan nyaman profesi,5,5.375,0.375,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5923,5923,clickbait,hati berbeda sulit disatukan,4,5.666666667,0.5555555560000001,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5924,5924,clickbait,zodiak mingguan september zodiak alami cinta terbaik,7,5.888888889,0.222222222,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5925,5925,clickbait,zodiak mingguan september zodiak alami cinta terburuk,7,6.0,0.222222222,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5926,5926,non-clickbait,marsha aruan kenal makeup sekolah,5,5.5,0.375,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5927,5927,non-clickbait,sukacita melankolia yura balkonjazz festival,5,6.428571429,0.28571428600000004,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5928,5928,non-clickbait,tampilkan musisi viral smartfren wowconcert usung kolaborasi lintas genre,9,6.6363636360000005,0.181818182,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5929,5929,non-clickbait,gisella anastasia tahan haru bicara hubungannya gading marten,8,6.666666667,0.111111111,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5930,5930,non-clickbait,lirik lagu brisia jodie rekah,5,5.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5931,5931,non-clickbait,catut nama bayi franda maaf,5,4.857142857,0.28571428600000004,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5932,5932,clickbait,unggah foto perut cinta laura perhatian,6,5.428571429,0.14285714300000002,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5933,5933,non-clickbait,film generasi an melankolia rangkum lagu milik band papan,9,5.3,0.1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5934,5934,clickbait,pakai cadar vebby palwinta dibilang sangat cantik,7,6.142857143,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5935,5935,clickbait,pengalaman alice norin kali kerja bareng anak,7,5.875,0.125,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5936,5936,non-clickbait,produser film dian sastrowardoyo didukung suami,6,6.571428571,0.14285714300000002,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5937,5937,non-clickbait,mengenang kelegendaan chrisye karya karyanya,5,7.166666667,0.166666667,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5938,5938,clickbait,google doodle kenang sosok chrisye,5,5.571428571,0.28571428600000004,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5939,5939,clickbait,alasan raline shah pilih kedai kopi lini bisnis terbarunya,9,5.7,0.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5940,5940,non-clickbait,raline shah disetujui artis keluarga,5,5.454545455,0.545454545,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5941,5941,clickbait,ajak anak lari zee zee shahab arahkan atlet,8,4.444444444,0.111111111,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5942,5942,non-clickbait,agensi bicara kembalinya mina comeback twice,6,6.0,0.25,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5943,5943,clickbait,mata anak minus gisella anastasia stres,6,5.666666667,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5944,5944,non-clickbait,sifat pantang menyerah zee zee shahab zodiak aries,8,5.333333333,0.111111111,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5945,5945,clickbait,member girl group terpopuler september,5,6.8,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5946,5946,clickbait,fakta menarik ikon jarang orang,5,5.714285714,0.28571428600000004,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5947,5947,non-clickbait,perasaan raline shah masuk nominasi people s choice awards,9,5.555555556,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5948,5948,clickbait,anaknya trauma dokter gigi zaskia adya mecca menyiasatinya,8,5.727272727000001,0.272727273,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5949,5949,non-clickbait,kunjungi sekolah selena gomez motivasi pelajar,6,6.4,0.4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5950,5950,clickbait,momen comeback anang hermansyah juri indonesian idol,7,6.25,0.125,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5951,5951,clickbait,selebriti hollywood kembaran,3,7.166666667,0.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5952,5952,clickbait,serunya marsha timothy ajak teman sma reuni nonton film bebas bioskop,11,5.083333333,0.083333333,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5953,5953,clickbait,intip sifat reisa broto asmoro zodiak capricorn,7,5.777777778,0.222222222,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5954,5954,clickbait,rapi hindari penyebab rambut kusut,5,6.0,0.375,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5955,5955,clickbait,ketahui kekurangan kelebihan produk makeup tahan jam,7,6.4,0.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5956,5956,clickbait,minyak jarak hilangkan jerawat,4,6.714285714,0.428571429,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5957,5957,clickbait,resep jitu masker rambut buatan minyak zaitun,7,5.555555556,0.222222222,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5958,5958,non-clickbait,lipstik cair ultra matte generasi terbaru ringan bibir bebas riasan,10,5.818181817999999,0.090909091,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5959,5959,clickbait,tips wangi parfum awet tahan,5,4.444444444,0.444444444,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5960,5960,clickbait,ketombe ikuti tips menghilangkan gatal kulit kepala,7,5.6,0.3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5961,5961,non-clickbait,foundation coverage terbaik kulit wajah topeng,6,6.4,0.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5962,5962,clickbait,inspirasi makeup terkini panggung london fashion week,7,6.375,0.125,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5963,5963,non-clickbait,layanan kesehatan metode rehabilitasi vitalitas hadir indonesia,7,6.8,0.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5964,5964,non-clickbait,kandungan bahan alami merawat rambut kulit kepala,7,5.363636364,0.363636364,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5965,5965,clickbait,tanda kulit produk skincare,4,6.857142857,0.428571429,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5966,5966,non-clickbait,tutorial bilasan teh menguatkan akar batang rambut,7,5.9,0.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5967,5967,non-clickbait,fimela fest memilih sekolah anak anak generasi,7,5.2,0.3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5968,5968,non-clickbait,resep chawan mushi bahan,4,5.25,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5969,5969,clickbait,zodiak keras,2,5.375,0.75,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5970,5970,non-clickbait,deposito pilihan investasi investor pemula risiko rendah,7,6.777777778,0.222222222,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5971,5971,clickbait,usiamu bertambah tapi bahagiakan orangtua ya,6,5.545454545,0.454545455,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5972,5972,clickbait,rekomendasi buku pasangan muda wajib dimiliki,6,6.125,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5973,5973,non-clickbait,resep nasi telur praktis menu sarapan,6,5.285714286,0.14285714300000002,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5974,5974,clickbait,fimela fest selebriti dunia gencar suarakan kesetaraan hak perempuan,9,6.4,0.1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5975,5975,clickbait,tanda kepribadian ambisius koleksi benda,5,5.777777778,0.444444444,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5976,5976,clickbait,fimela fest self love menerima bikin happy,7,5.5,0.4166666670000001,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5977,5977,clickbait,berkencan usia tips dipahami,4,5.1111111110000005,0.5555555560000001,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5978,5978,clickbait,pertolongan mengatasi mata lelah,4,7.2,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5979,5979,non-clickbait,olahraga kardiovaskular hobi kesehatan kebahagiaan,5,8.125,0.375,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5980,5980,non-clickbait,cinta kupu kupu terbang dikejar menjauh,6,5.8,0.4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5981,5981,non-clickbait,resep banoffee oreo regal lembut bahan sederhana,7,6.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5982,5982,clickbait,tersinggung zodiak suka bicara blak blakan,6,5.777777778,0.333333333,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5983,5983,non-clickbait,menu sandwich keju ceker ayam dim sum sate buntel,9,4.25,0.25,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5984,5984,clickbait,melengkapi pasangan zodiak jarang bertengkar,5,7.0,0.28571428600000004,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5985,5985,clickbait,mudah beradaptasi zodiak sangat menikmati gaya hidup nomaden,8,5.727272727000001,0.272727273,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5986,5986,clickbait,tips menyusun itinerary travelling efektif,5,7.0,0.28571428600000004,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5987,5987,clickbait,buah pisang dimakan,3,5.625,0.625,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5988,5988,clickbait,hubungan sehat terbaik mengakhirinya,4,5.727272727000001,0.636363636,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5989,5989,non-clickbait,resep apel goreng balut tepung enak,6,4.857142857,0.14285714300000002,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5990,5990,non-clickbait,membaca novel platform novel online,5,4.833333333,0.583333333,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5991,5991,non-clickbait,roti populer paduan konsep tiada,5,4.888888889,0.444444444,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5992,5992,non-clickbait,pb djarum kpai berdamai pembelajaran perusahaan,6,6.125,0.25,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5993,5993,clickbait,dewasa perempuan mudah cemas,4,5.857142857,0.428571429,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5994,5994,clickbait,santan daun pandan bahan pelengkap jajanan tradisional,7,6.333333333,0.222222222,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5995,5995,clickbait,posesif menyiksa,2,6.0,0.7142857140000001,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5996,5996,non-clickbait,manfaat sentuhan punggung leher suami istri,6,5.222222222,0.333333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5997,5997,clickbait,alasan buah pisang sangat dimakan penderita asam urat,8,5.3,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5998,5998,non-clickbait,kemenkes vape bahaya dibanding rokok konvensional,6,7.0,0.14285714300000002,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5999,5999,clickbait,barang barang pemberian mantan,4,6.0,0.5555555560000001,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6000,6000,clickbait,praktikkan fungsi baking soda kecantikan kesehatan,6,6.625,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6001,6001,non-clickbait,serba serbi madu manuka mahal jenis,6,5.181818182,0.454545455,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6002,6002,clickbait,memasak ikan sehat,3,4.8,0.7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6003,6003,clickbait,hubungan damai tidak menyakitkan,4,6.666666667,0.5555555560000001,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6004,6004,non-clickbait,antusiasme fans serbu tiket super k pop festival indonesia,9,5.555555556,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6005,6005,non-clickbait,tzuyu twice bertransformasi dewi teaser feel special,7,5.777777778,0.222222222,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6006,6006,clickbait,legenda musik indonesia fakta chrisye,5,6.142857143,0.28571428600000004,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6007,6007,clickbait,lagu gambarkan karakter musikalitas chrisye,5,6.571428571,0.28571428600000004,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6008,6008,clickbait,video call cctv online denada obati rindu anak singapura,9,5.076923077,0.307692308,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6009,6009,clickbait,bantah hubungan darah ray sahetapy sosok setia gara,8,5.4,0.2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6010,6010,clickbait,mengalami kdrt fakta setia gara,5,5.285714286,0.28571428600000004,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6011,6011,clickbait,irish bella alami pendarahan usia kandungan penyebabnya,7,5.9,0.3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6012,6012,clickbait,bukti keabadian lagu chrisye,4,4.875,0.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6013,6013,clickbait,terungkap kematian adik louis tomlinson,5,6.5,0.166666667,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6014,6014,non-clickbait,nycta gina suami pisah ranjang,5,4.666666667,0.444444444,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6015,6015,non-clickbait,jiang ping aktris taiwan ibunya selingkuhan sang suami,8,5.5,0.2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6016,6016,non-clickbait,adik miliarder kourtney kardashian tertekan,5,7.142857143,0.28571428600000004,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6017,6017,non-clickbait,cerita pernikahan anisa rahma,4,5.833333333,0.333333333,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6018,6018,non-clickbait,syahrini pamer kemesraan reino barack jet pribadi,7,5.666666667,0.222222222,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6019,6019,non-clickbait,lirik lagu clc devil,4,4.25,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6020,6020,clickbait,lagu mempermanis cerita film pretty boys,6,5.571428571,0.14285714300000002,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6021,6021,non-clickbait,dijuluki aktor komedi gading marten santai,6,6.166666667,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6022,6022,non-clickbait,penampilan spesial christine hakim film perempuan tanah jahanam,8,6.444444444,0.111111111,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6023,6023,clickbait,perempuan tanah jahanam rilis trailer tara basro menguak misteri keluarganya,10,6.416666667,0.166666667,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6024,6024,clickbait,aurelie moeremans bilang asmaranya marcello tahitoe kandas,7,7.25,0.125,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6025,6025,non-clickbait,rendy pandugo zee zee shahab juri ajang pencarian bakat anak sma,11,4.714285714,0.214285714,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6026,6026,non-clickbait,menilai sifat ariel noah berdasarkan zodiak virgo,7,6.142857143,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6027,6027,clickbait,cerita foto nana mirdad andrew white brad pitt,8,4.454545455,0.272727273,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6028,6028,non-clickbait,kesempatan emas nana mirdad andrew white wawancarai brad pitt,9,5.6,0.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6029,6029,non-clickbait,gaya kartika putri kenakan baju renang,6,5.5,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6030,6030,non-clickbait,fanny ghassani sederet co host cantik acara televisi,8,5.333333333,0.111111111,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6031,6031,clickbait,hijabers tepatkah merawat rambutmu cari kuis yuk,7,5.25,0.4166666670000001,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6032,6032,clickbait,efektif mengatasi hiperpigmentasi,3,7.666666667,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6033,6033,clickbait,facial mist wajah berminyak,4,5.875,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6034,6034,clickbait,pilihan pembersih wajah esensial berdasarkan manfaat jenis kulit,8,6.666666667,0.111111111,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6035,6035,clickbait,manfaat algae skincare kesehatan kulit,5,6.285714286,0.28571428600000004,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6036,6036,clickbait,infusi perawatan kulit terkemas cushion high end,7,5.666666667,0.222222222,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6037,6037,clickbait,alis tipis cek penyebabnya,4,6.285714286,0.428571429,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6038,6038,clickbait,berhenti kebiasaan merusak anak rambut,5,6.5,0.375,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6039,6039,clickbait,mengenali alergi anestesi prosedur kesehatan,5,8.0,0.28571428600000004,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6040,6040,clickbait,manfaat witch hazel perawatan kulit,5,6.0,0.166666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6041,6041,clickbait,fimela fest faktor dipahami mindful parenting,6,6.0,0.333333333,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6042,6042,non-clickbait,kekebalan tubuh kehamilan pengaruhi kecerdasan anak,6,6.875,0.25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6043,6043,clickbait,fimela fest biasakan anak sarapan tingkatkan pengetahuan,7,7.142857143,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6044,6044,non-clickbait,dekade brightspot memajukan budaya kreativitas anak bangsa,7,6.555555556,0.222222222,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6045,6045,clickbait,musik meningkatkan motivasi semangat,4,6.3,0.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6046,6046,clickbait,alasan pria sensitif pasangan terbaik hubungan,6,6.571428571,0.14285714300000002,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6047,6047,clickbait,jenis musik tingkatkan konsentrasi produktivitas kerja,6,6.6,0.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6048,6048,clickbait,sissy priscillia mengatur keuangan keluarga tidak boros,7,6.333333333,0.222222222,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6049,6049,clickbait,yoga hindari mengonsumsi makanan,4,6.857142857,0.428571429,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6050,6050,clickbait,tidak lapar tapi makan kenali penyebabnya,6,5.75,0.25,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6051,6051,non-clickbait,aroma khas indonesia eksis diffuser lokal,6,5.875,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6052,6052,non-clickbait,menu serba telur telur dadar cabai telur balado sup telur,10,4.461538462,0.230769231,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6053,6053,clickbait,zodiak suka memforsir,3,6.25,0.625,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6054,6054,clickbait,pandai bersosialiasi zodiak sangat menikmati hidup,6,6.857142857,0.14285714300000002,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6055,6055,non-clickbait,resep puding teh tarik creme brulee,6,5.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6056,6056,clickbait,tidur cepat malam pakai piyama bahan,6,4.5,0.5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6057,6057,clickbait,berani jatuh cinta berani menerima pasangan,6,5.777777778,0.333333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6058,6058,clickbait,uang bikin orang enggan travelling,5,5.555555556,0.444444444,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6059,6059,clickbait,fimela fest jarang sosok perempuan berperan mengangkat isu kesetaraan gender,10,6.538461538,0.230769231,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6060,6060,clickbait,tips alat masak berbahan teflon awet,6,5.0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6061,6061,non-clickbait,rkuhp disahkan perempuan korban perkosaan mudah dikriminalisasi,7,7.875,0.125,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6062,6062,clickbait,berat badan turun cepat rajin sarapan studi,7,5.1,0.3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6063,6063,clickbait,tips aman cerdas kartu kredit,5,5.571428571,0.28571428600000004,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6064,6064,non-clickbait,ujian terberat pejuang ldr menjaga cinta kesepakatan menunggu,8,6.6,0.2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6065,6065,non-clickbait,kejujuran hubungan mencapai pernikahan sulit,5,6.5,0.5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6066,6066,non-clickbait,dampak terpapar asap menyebabkan hipoksia,5,6.857142857,0.28571428600000004,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6067,6067,clickbait,tips mencegah pening gerakan yoga,5,6.0,0.28571428600000004,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6068,6068,clickbait,manfaat air cucian beras rambut,5,4.888888889,0.444444444,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6069,6069,clickbait,pernikahan langgeng bahagia,3,6.0,0.571428571,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6070,6070,non-clickbait,srikandi stand up paddle catharina wakili indonesia kejuaraan jepang,9,6.2,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6071,6071,clickbait,fimela fest tanda dirimu berhasil mencintai,6,6.0,0.333333333,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6072,6072,clickbait,tips mematangkan alpukat cepat oven,5,6.166666667,0.166666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6073,6073,non-clickbait,mudah terbawa perasaan perhatian pria,5,6.222222222,0.444444444,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6074,6074,clickbait,fimela fest langkah merencanakan keuangan sehat,6,6.571428571,0.14285714300000002,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6075,6075,clickbait,menangislah manfaat menangis tubuh,4,6.428571429,0.428571429,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
