,label,p_title,sent_length,word_length,Stops_ratio,Num_Punctuation,category_Berita,category_Ekonomi&Bisnis,category_Lain,category_Lifestyle,category_Olahraga,category_Otomotif,category_Religi,category_Selebriti&Entertainment,category_Teknologi,source_Kompas.com,source_detik.com,source_fimela.com,source_kapanlagi.com,source_liputan6.com,source_okezone.com,source_posmetro-medan.com,source_republika.co.id,source_sindonews.com,source_tempo.co,source_tribunnews.com,source_wowkeren.com
9186,non-clickbait,karya insinyur indonesia harus bermanfaat bagi banyak orang,8,6.5,0.375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9187,non-clickbait,pemindahan ibu kota tak mampu dongkrak pertumbuhan ekonomi,8,6.375,0.375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9188,clickbait,kein jabarkan berbagai dampak buruk baju bekas impor,8,5.625,0.125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9189,non-clickbait,dana asuransi jiwa siap modali proyek infrastruktur,7,6.428571429,0.14285714300000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9190,clickbait,menteri basuki lelang proyek jakarta internasional stadium bisa diulang,9,7.0,0.111111111,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9191,clickbait,bj habibie meninggal menteri bambang kenang soal beda mazhab pembangunan,10,6.3,0.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9192,clickbait,bj habibie punya jiwa entrepreneur tinggi,6,6.0,0.333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9193,non-clickbait,menhub aturan ganjil genap taksi online ada di tangan kepolisian,10,5.5,0.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9194,clickbait,sepak terjang bj habibie di sektor ekonomi kuatkan rupiah hingga tolak imf,12,5.25,0.166666667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9195,clickbait,menteri budi jasa bj habibie di sektor perhubungan tak terhitung,10,5.5,0.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9196,clickbait,din syamsuddin bangsa indonesia dan dunia kehilangan sosok bj habibie,10,6.0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9197,clickbait,anies baswedan sebut bj habibie sosok inspirasi bagi jutaan keluarga,10,5.9,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9198,clickbait,rudiantara wilayah papua dan papua barat belum dibuka akses internet,10,5.9,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9199,clickbait,bj habibie wafat megawati bangsa kehilangan sosok pemimpin inspiratif,9,6.777777778,0.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9200,clickbait,kenangan sang adik saat habibie beri nasihat sebelum wafat,9,5.555555556,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9201,clickbait,bj habibie wafat wapres jk kita kehilangan putra terbaik bangsa,10,5.4,0.1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9202,clickbait,ma ruf amin bj habibie telah berinvestasi masa depan untuk indonesia,11,5.272727273,0.363636364,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9203,clickbait,anies baswedan bj habibie meninggal inspirasinya tetap hidup,8,6.625,0.125,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9204,clickbait,am hendropriyono bj habibie sosok pekerja keras,7,5.857142857,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9205,non-clickbait,langkah preventif tp kejaksaan dinilai efektif cegah korupsi,8,6.625,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9206,non-clickbait,bj habibie meninggal rumah duka mulai ramai didatangi keluarga,9,6.0,0.111111111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9207,clickbait,menkominfo pemblokiran twitter veronica koman tergantung penyidik,7,8.428571429,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9208,clickbait,kpk irjen firli langgar kode etik berat,7,4.714285714,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9209,clickbait,melayat ke rumah duka prabowo kenang pertemuan terakhir dengan bj habibie,11,5.727272727000001,0.272727273,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9210,clickbait,bj habibie wafat yusril ihza mahendra kehilangan figur ayah,9,5.666666667,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9211,clickbait,prabowo ucapkan belasungkawa wafatnya bj habibie,6,7.166666667,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9212,clickbait,pratikno lokasi pemakaman bj habibie sudah disiapkan,7,6.571428571,0.14285714300000002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9213,non-clickbait,ambulans putih disiapkan antar jenazah bj habibie ke rumah duka,10,5.4,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9214,clickbait,capim kpk lili pintauli saya tidak setuju dewan pengawas,9,5.333333333,0.111111111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9215,non-clickbait,diduga akan jadi tki ilegal pemohon paspor ditolak imigrasi tangerang,10,6.0,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9216,non-clickbait,dewan pengawas dinilai penting untuk kontrol kinerja kpk,8,6.125,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9217,non-clickbait,jokowi akan pimpin upacara pemakaman bj habibie,7,5.857142857,0.14285714300000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9218,non-clickbait,jenazah bj habibie dibawa ke rumah duka di patra kuningan,10,4.8,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9219,non-clickbait,jenazah bj habibie tiba di rumah duka di patra kuningan,10,4.6,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9220,clickbait,polri bj habibie bapak demokrasi dan kemajuan teknologi indonesia,9,6.333333333,0.222222222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9221,clickbait,bj habibie meninggal zulkifli hasan indonesia kehilangan guru dan ayah,10,6.1,0.1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9222,clickbait,stafsus presiden paparkan bukti jokowi serius bangun papua,8,6.375,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9223,clickbait,rumah bj habibie kebanjiran karangan bunga,6,6.166666667,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9224,clickbait,revisi uu kpk jokowi sudah kirim surat presiden ke dpr,10,4.5,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9225,clickbait,bj habibie meninggal dunia annisa yudhoyono beliau siap dipanggil,9,6.333333333,0.111111111,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9226,clickbait,suasana rumah duka bj habibie di patra kuningan jakarta selatan,10,5.4,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9227,non-clickbait,asisten pribadi menpora imam nahrawi ditahan kpk,7,6.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9228,non-clickbait,bj habibie meninggal masa berkabung nasional hari hingga september,9,6.444444444,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9229,clickbait,jokowi menit sebelum saya datang pak habibie sudah berpulang,9,5.777777778,0.5555555560000001,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9230,clickbait,jokowi bj habibie sering datang ke istana sampaikan solusi untuk bangsa,11,5.545454545,0.454545455,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9231,clickbait,jokowi bj habibie ilmuwan kelas dunia dan bapak teknologi indonesia,10,5.8,0.2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9232,non-clickbait,bj habibie akan dikebumikan di samping makam ainun di tmp kalibata,11,5.090909091,0.272727273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9233,clickbait,ketua ma habibie selalu aktif demi keutuhan bangsa,8,5.375,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9234,clickbait,bertemu kpi wiranto berharap penyiaran tidak dimanfaatkan buat gaduh,9,6.666666667,0.111111111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9235,clickbait,ibas demokrat semoga pak bj habibie bertemu ibu ani yudhoyono di sana,12,4.833333333,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9236,clickbait,mendagri bj habibie sosok teknokrat kelas dunia indonesia kehilangan,9,6.666666667,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9237,non-clickbait,bj habibie meninggal jokowi sampaikan belasungkawa,6,7.5,0.166666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9238,clickbait,keponakan habibie semua keluarga sudah berkumpul di ruang icu mohon doa,11,5.545454545,0.272727273,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9239,non-clickbait,menhub budi karya minta semua pihak aktif perangi hoaks,9,5.222222222,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9240,clickbait,capim kpk lili jawab tudingan kerap mark up anggaran lpsk,10,4.8,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9241,non-clickbait,presiden ke ri bj habibie wafat,6,4.333333333,0.166666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9242,clickbait,melanie subono kabarkan bj habibie meninggal sampai jumpa di keabadian,10,6.1,0.2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9243,clickbait,jokowi mendadak kunjungi rspad tempat bj habibie dirawat,8,6.125,0.125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9244,clickbait,jokowi akan rutin gelar rapat agar indonesia dilirik investor asing,10,5.8,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9245,non-clickbait,jenazah bj habibie akan dibawa ke rumah duka di kuningan,10,4.7,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9246,clickbait,putra bj habibie bapak meninggal karena gagal jantung dan menua,10,5.4,0.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9247,clickbait,video kebakaran kamar apartemen kalibata city,6,6.666666667,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9248,clickbait,dakwaan romahurmuziy terdakwa bersama lukman hakim terima uang suap,9,6.555555556,0.111111111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9249,non-clickbait,ma äôruf cahyono serahkan hadiah pemenang lomba pekan konstitusi mpr,10,5.9,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9250,non-clickbait,dinas bina marga dki trotoar meter tak bisa untuk pkl,10,4.4,0.3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9251,non-clickbait,sri bintang pamungkas tak penuhi panggilan polisi terkait dugaan ujaran kebencian,11,6.454545455,0.090909091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9252,non-clickbait,ritual cukur rambut gombak di gunung sumbing,7,5.428571429,0.14285714300000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9253,clickbait,canda wapres jk ke yasonna laoly usai jadi guru besar bisa jadi hakim,13,4.384615385,0.46153846200000004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9254,non-clickbait,kabupaten temanggung rayakan maulid nabi dengan balap bebek bentisan,9,6.666666667,0.111111111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9255,clickbait,capim nawawi saya tidak akan melobi seperti saut situmorang,9,5.666666667,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9256,clickbait,kemendagri sebut jumlah wagub hanya satu sesuai uu,8,5.375,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9257,non-clickbait,berpotensi mengancam kebebasan pers ijti tolak rkuhp,7,6.571428571,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9258,clickbait,fakta fakta penemuan jenazah asih korban pesugihan teman dekatnya,9,6.333333333,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9259,clickbait,saksikan pertarungan sengit psm makassar dan psis semarang live di indosiar,11,5.909090909,0.181818182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9260,clickbait,jokowi minta masukan pakar dan menteri soal revisi uu kpk,10,4.8,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9261,clickbait,capim nawawi ada persoalan di wadah pegawai kpk,8,5.0,0.375,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9262,clickbait,perebutan poin bakal terjadi sore ini antara badak lampung vs persela lamongan live di indosiar,15,5.4,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9263,clickbait,siapa yang unggul persija atau persipura saksikan live di indosiar malam ini,12,5.416666667,0.41666666700000005,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9264,non-clickbait,sekda dki sebut satu wagub cukup untuk jalankan semua program,10,5.2,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9265,non-clickbait,sambangi rspad ketum ppp sebut kondisi bj habibie berangsur stabil,10,5.7,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9266,non-clickbait,menhub budi karya dukung transjakarta gunakan bus listrik,8,6.25,0.125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9267,clickbait,gerindra setuju wacana wagub dki jakarta lebih dari satu tapi,10,5.2,0.3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9268,clickbait,capim nawawi kpk seperti pendekar mabuk,6,5.666666667,0.166666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9269,non-clickbait,pria ditemukan tewas di gang sempit depok,7,5.0,0.14285714300000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9270,non-clickbait,hnw ajak generasi muda indonesia jangan apatis dalam membangun bangsa,10,6.0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9271,non-clickbait,banyuwangi luncurkan sentra kuliner pintar pedagangnya difasilitasi kompor induksi,9,8.222222222000001,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9272,clickbait,faisal abdullah entrepreneur bukan pelarian kalian harus bangga jadi pengusaha muda,11,6.6363636360000005,0.363636364,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9273,non-clickbait,gubernur khofifah kunjungi pantai mustika banyuwangi,6,7.833333333,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9274,clickbait,video bus transjakarta tabrak separator,5,7.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9275,non-clickbait,peringati tahun baru islam banyuwangi kembali gelar festival muharam,9,6.666666667,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9276,clickbait,wacana wagub dki jakarta lebih dari satu psi kaji dasar hukum,11,4.6363636360000005,0.272727273,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9277,non-clickbait,masuki hari ke bj habibie masih dirawat intensif di rspad gatot subroto,12,5.0,0.333333333,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9278,clickbait,sesmenpora persahabatan pemuda indonesia malaysia harus dijaga,7,8.0,0.14285714300000002,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9279,clickbait,revisi uu kpk jokowi jangan sampai independensi terganggu,8,6.25,0.25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9280,clickbait,ini yang akan didalami dpr dalam fit and proper test capim kpk,12,4.25,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9281,clickbait,hal soal polemik pemenang tender proyek stadion bmw,8,5.5,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9282,non-clickbait,kemenpora buka kegiatan penumbuhan minat kewirausahaan di kalangan pemuda,9,7.222222222,0.111111111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9283,clickbait,quraish shihab usai jenguk habibie kondisi beliau membaik,8,6.25,0.125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9284,clickbait,lima capim kpk akan ikuti fit and proper test hari ini,11,4.0,0.363636364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9285,non-clickbait,bus transjakarta hantam separator di jakarta barat lalu lintas tersendat,10,6.3,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9286,non-clickbait,esemka dan program mobil nasional,5,5.8,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9287,non-clickbait,hari kedua perluasan ganjil genap polisi tilang kendaraan,8,6.25,0.25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9288,non-clickbait,fit and proper test capim kpk icw ingatkan komisi iii dpr,11,4.272727273,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9289,non-clickbait,demokrat susun daftar tantangan yang akan dihadapi pada,8,6.0,0.375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9290,clickbait,gerindra kalau masih bisa jalan di trotoar ngapain pkl diusir,10,5.2,0.4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9291,non-clickbait,hidayat nur wahid sebut jalan kembali gbhn makin jelas,9,5.1111111110000005,0.444444444,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9292,non-clickbait,jk hingga megawati hadiri pengukuhan guru besar yasonna laoly,9,5.8888888889999995,0.222222222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9293,non-clickbait,bupati anas dan persatuan perawat kolaborasi bikin sehat usaha wisata warga desa,12,5.75,0.083333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9294,clickbait,agar tak tergilas zaman kemnaker gelar acara kemnaker menyapa,9,5.8888888889999995,0.222222222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9295,clickbait,jk revisi uu kpk hanya setengah yang disetujui pemerintah,9,5.444444444,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9296,clickbait,polisi sebut jenazah korban kecelakaan tol cipularang ditemukan di tiga mobil ini,12,5.833333333,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9297,clickbait,komisi iii dpr ke kpk belajarlah dari kasus budi gunawan,10,4.7,0.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9298,non-clickbait,pegawai kpk surati fraksi di dpr jelang uji kelayakan dan kepatutan capim kpk,13,5.0,0.153846154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9299,non-clickbait,usut sindikat jual beli nomor antrean paspor online imigrasi gandeng polda,11,5.818181817999999,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9300,clickbait,pan beberkan janji janji anies baswedan yang belum terlaksana,9,5.8888888889999995,0.222222222,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9301,clickbait,cuaca hari ini seluruh jakarta cerah berawan pagi hingga malam,10,5.3,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9302,clickbait,lipi curiga ada agenda tertentu dalam revisi uu kpk,9,4.777777778,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9303,clickbait,cerita jokowi soal harga bbm dan semen di papua,9,4.333333333,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9304,non-clickbait,gempa magnitudo guncang melonguane sulawesi utara,6,7.333333333,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9305,non-clickbait,mengenal mpr lewat stan di festival konstitusi dan antikorupsi di ugm,11,5.3636363639999995,0.363636364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9306,non-clickbait,gempa magnitudo guncang jember jawa timur,6,6.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9307,clickbait,top news kisah pilu asih jadi tumbal pesugihan teman dekat,10,4.9,0.2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9308,clickbait,kisah minggu mencekam di kota ambon tahun lalu,8,4.875,0.375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9309,clickbait,desa di bali ini denda rp juta pendaki gunung agung,10,4.2,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9310,non-clickbait,hari ketiga perluasan ganjil genap jakarta di peringkat kota paling terpolusi udara di dunia,14,5.642857143,0.28571428600000004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9311,clickbait,dari istana jokowi berjanji untuk bumi cendrawasih,7,6.285714286,0.28571428600000004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9312,clickbait,raih penghargaan jdih bupati anas semakin pede terus berinovasi,9,6.1111111110000005,0.222222222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9313,clickbait,keluarga asih tak percaya anaknya jadi korban pesugihan teman dekat,10,5.8,0.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9314,non-clickbait,dekatkan akses pelatikan vokasi blk siap cetak sdm berkompeten,9,6.0,0.111111111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9315,non-clickbait,jokowi akan sikapi ruu kpk dua hari ke depan,9,4.0,0.5555555560000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9316,clickbait,kritik kinerja agus rahardjo cs capim nawawi kerja di kpk seperti pulang dugem,13,5.076923077,0.153846154,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9317,clickbait,janji jokowi saat bertemu dengan tokoh papua,7,5.428571429,0.28571428600000004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9318,non-clickbait,tak hadir pemeriksaan polisi ketua umum fpi minta dijadwalkan ulang,10,5.8,0.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9319,clickbait,fakta soal sakitnya bj habibie,5,5.2,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9320,clickbait,respons wiranto soal jaksa yang sebut kivlan zen bayar untuk memata matainya,12,5.416666667,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9321,non-clickbait,bj habibie meninggal sang putra sebut tim dokter sudah berbuat terbaik,11,5.454545455,0.181818182,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9322,clickbait,berita terkini bj habibie meninggal dunia,6,6.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9323,non-clickbait,bj habibie meninggal pemerintah imbau kibarkan bendera setengah tiang hingga september,11,6.909090909,0.181818182,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9324,clickbait,fakta fakta kecelakaan nganjuk yang telan korban jiwa,8,5.75,0.125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9325,non-clickbait,mpr gelar diskusi evaluasi pelaksanaan uud di festival konstitusi dan anti korupsi,12,5.916666667,0.166666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9326,clickbait,laode ott hanya persen dari seluruh penindakan kasus yang ditangani kpk,11,5.545454545,0.454545455,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9327,clickbait,bj habibie meninggal dunia ahy berbahagia kembali dengan bu ainun,10,5.6,0.2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9328,clickbait,setelah tahun winky wiryawan main film horor lagi,8,5.25,0.375,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
9329,non-clickbait,adik boy william meninggal dunia,5,5.6,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
9330,clickbait,alami pemerkosaan barbie nouva butuh tahun untuk bisa tersenyum,9,6.1111111110000005,0.333333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
9331,non-clickbait,berduka boy william belum bisa bicara soal kabar adik meninggal dunia,11,5.3636363639999995,0.272727273,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
